Date,TR_Change,TR_Change,TR_Change,TR_Change,Weight,Weight,Weight,Weight,Portfolio_Index
2001-04-30 00:00,0,0.002068252,0.004016064,-0.003496503,0.391126085,0.37654386,0.135288804,0.097041251,99.75112025
2001-05-01 00:00,0.0027894,0.004127967,0.012,0.014035088,0.391126085,0.37654386,0.135288804,0.097041251,100.3240302
2001-05-02 00:00,0,0.002055498,0,0,0.391126085,0.37654386,0.135288804,0.097041251,100.4037176
2001-05-03 00:00,0.004172462,0.005128205,-0.011857708,-0.01384083,0.391126085,0.37654386,0.135288804,0.097041251,100.462624
2001-05-04 00:00,0.002770083,0,0.008,0.014035088,0.391126085,0.37654386,0.135288804,0.097041251,100.8217987
2001-05-07 00:00,0,-0.001020408,0.003968254,-0.001730104,0.391126085,0.37654386,0.135288804,0.097041251,100.8230142
2001-05-08 00:00,0,-0.002042901,-0.011857708,-0.001733102,0.391126085,0.37654386,0.135288804,0.097041251,100.5719877
2001-05-09 00:00,0.002762431,0.003070624,-0.008,-0.005208333,0.391126085,0.37654386,0.135288804,0.097041251,100.6447154
2001-05-10 00:00,-0.005509642,-0.005102041,0.008064516,0,0.391126085,0.37654386,0.135288804,0.097041251,100.3374447
2001-05-11 00:00,-0.011080332,-0.009230769,-0.008,-0.006980803,0.391126085,0.37654386,0.135288804,0.097041251,99.35542891
2001-05-14 00:00,0.00280112,0.00310559,-0.016129032,0.001757469,0.391126085,0.37654386,0.135288804,0.097041251,99.38325193
2001-05-15 00:00,-0.002793296,-0.001031992,0.012295082,0.001754386,0.391126085,0.37654386,0.135288804,0.097041251,99.42091858
2001-05-16 00:00,0.00140056,0.003099174,0,0.028021016,0.391126085,0.37654386,0.135288804,0.097041251,99.87791735
2001-05-17 00:00,0.001398601,0.004119464,0.012145749,0.003407155,0.391126085,0.37654386,0.135288804,0.097041251,100.2924845
2001-05-18 00:00,0,0.002051282,-0.004,0.001697793,0.391126085,0.37654386,0.135288804,0.097041251,100.3329931
2001-05-21 00:00,0.001396648,0,0.008032129,0.016949153,0.391126085,0.37654386,0.135288804,0.097041251,100.6720753
2001-05-22 00:00,0,-0.003070624,0,-0.003333333,0.391126085,0.37654386,0.135288804,0.097041251,100.52503
2001-05-23 00:00,0,0.001026694,-0.007968127,-0.015050167,0.391126085,0.37654386,0.135288804,0.097041251,100.2990557
2001-05-24 00:00,-0.0041841,-0.005128205,0,0.003395586,0.391126085,0.37654386,0.135288804,0.097041251,99.96895848
2001-05-25 00:00,0,0,-0.008032129,-0.011844332,0.391126085,0.37654386,0.135288804,0.097041251,99.73520698
2001-05-29 00:00,0,0.001030928,-0.004048583,-0.008561644,0.391126085,0.37654386,0.135288804,0.097041251,99.63264088
2001-05-30 00:00,0.00140056,0.001029866,-0.012195122,-0.015544041,0.406764691,0.367597934,0.129137889,0.096499486,99.40634304
2001-05-31 00:00,0.005594406,0.00617284,-0.008230453,0.007017544,0.406764691,0.367597934,0.129137889,0.096499486,99.82414459
2001-06-01 00:00,0.001390821,0.003067485,0,0.006707317,0.406764691,0.367597934,0.129137889,0.096499486,100.0608493
2001-06-04 00:00,0.002777778,0.003058104,0,0.004153327,0.406764691,0.367597934,0.129137889,0.096499486,100.3324346
2001-06-05 00:00,0.004155125,0.005081301,0.008298755,0.015165877,0.406764691,0.367597934,0.129137889,0.096499486,100.950137
2001-06-06 00:00,0,0,-0.004115226,-0.008233596,0.406764691,0.367597934,0.129137889,0.096499486,100.8363358
2001-06-07 00:00,-0.00137931,-0.002022245,0,0.004707292,0.406764691,0.367597934,0.129137889,0.096499486,100.7490016
2001-06-08 00:00,-0.002762431,-0.004052685,0,-0.008518613,0.406764691,0.367597934,0.129137889,0.096499486,100.4030772
2001-06-11 00:00,0.002770083,0.003051882,-0.016528926,-0.010224246,0.406764691,0.367597934,0.129137889,0.096499486,100.3186789
2001-06-12 00:00,0.002762431,0,-0.016806723,0.000520833,0.406764691,0.367597934,0.129137889,0.096499486,100.2217337
2001-06-13 00:00,0,-0.001014199,0.008547009,-0.008936318,0.406764691,0.367597934,0.129137889,0.096499486,100.1945602
2001-06-14 00:00,0.002754821,0.002030457,0,-0.023023724,0.406764691,0.367597934,0.129137889,0.096499486,100.158176
2001-06-15 00:00,0,-0.002026342,-0.008474576,-0.002419355,0.406764691,0.367597934,0.129137889,0.096499486,99.94998385
2001-06-18 00:00,0.001373626,-0.003045685,-0.008547009,-0.006377436,0.406764691,0.367597934,0.129137889,0.096499486,99.72345818
2001-06-19 00:00,0,0.00101833,0,0.002802387,0.406764691,0.367597934,0.129137889,0.096499486,99.78855586
2001-06-20 00:00,0.001371742,0.002034588,-0.00862069,0.010547192,0.406764691,0.367597934,0.129137889,0.096499486,99.91662755
2001-06-21 00:00,0.001369863,0.002030457,0.004347826,0.008028546,0.406764691,0.367597934,0.129137889,0.096499486,100.171375
2001-06-22 00:00,0.004103967,0.006079027,0.004329004,-0.006371681,0.406764691,0.367597934,0.129137889,0.096499486,100.5624514
2001-06-25 00:00,0,0,0.004310345,-0.00641254,0.406764691,0.367597934,0.129137889,0.096499486,100.5540058
2001-06-26 00:00,-0.005449591,-0.006042296,-0.008583691,-0.002606039,0.406764691,0.367597934,0.129137889,0.096499486,99.96508733
2001-06-27 00:00,-0.001369863,0.001013171,-0.004329004,9.01E-05,0.406764691,0.367597934,0.129137889,0.096499486,99.8925773
2001-06-28 00:00,-0.005486968,-0.005060729,-0.004347826,0.012252252,0.406764691,0.367597934,0.129137889,0.096499486,99.5388464
2001-06-29 00:00,-0.004137931,-0.003051882,0.013100437,0.005695977,0.406764691,0.367597934,0.129137889,0.096499486,99.46791968
2001-07-02 00:00,0.005540166,0.004081633,0.00862069,0.002654867,0.406764691,0.367597934,0.129137889,0.096499486,99.9791804
2001-07-03 00:00,-0.002754821,-0.00101626,-0.008547009,-0.000529568,0.406764691,0.367597934,0.129137889,0.096499486,99.72125326
2001-07-05 00:00,-0.001381215,-0.002034588,-0.021551724,-0.011391734,0.406764691,0.367597934,0.129137889,0.096499486,99.21211746
2001-07-06 00:00,0.004149378,0.002038736,-0.017621145,-0.02635105,0.406764691,0.367597934,0.129137889,0.096499486,98.9986714
2001-07-09 00:00,0.00137741,0.002034588,0.004484305,0.006422018,0.406764691,0.367597934,0.129137889,0.096499486,99.2470403
2001-07-10 00:00,0.002751032,0.003045685,0,-0.013217867,0.406764691,0.367597934,0.129137889,0.096499486,99.3552855
2001-07-11 00:00,0,-0.002024291,-0.004464286,0.001293303,0.406764691,0.367597934,0.129137889,0.096499486,99.24177116
2001-07-12 00:00,0.002743484,0.002028398,0.004484305,0.023710674,0.406764691,0.367597934,0.129137889,0.096499486,99.7091462
2001-07-13 00:00,0,0.001012146,0.004464286,0.004776496,0.406764691,0.367597934,0.129137889,0.096499486,99.84741975
2001-07-16 00:00,0.004103967,0.003033367,-0.004444444,-0.011570544,0.406764691,0.367597934,0.129137889,0.096499486,99.97593339
2001-07-17 00:00,-0.001362398,0.001008065,-0.008928571,0.011796733,0.406764691,0.367597934,0.129137889,0.096499486,99.96080236
2001-07-18 00:00,0.006821282,0.008056395,0,-0.010403587,0.406764691,0.367597934,0.129137889,0.096499486,100.4412259
2001-07-19 00:00,-0.001355014,0,0.013513514,0.005618996,0.406764691,0.367597934,0.129137889,0.096499486,100.5904084
2001-07-20 00:00,0,0.000999001,-0.004444444,9.01E-05,0.406764691,0.367597934,0.129137889,0.096499486,100.576542
2001-07-23 00:00,0.001356852,0.001996008,-0.008928571,-0.017301974,0.406764691,0.367597934,0.129137889,0.096499486,100.448633
2001-07-24 00:00,0,0.000996016,-0.004504505,-0.013846859,0.406764691,0.367597934,0.129137889,0.096499486,100.3062639
2001-07-25 00:00,-0.002710027,-0.0039801,0,0.012646457,0.406764691,0.367597934,0.129137889,0.096499486,100.1552041
2001-07-26 00:00,0.001358696,0.000999001,0,0.012764004,0.406764691,0.367597934,0.129137889,0.096499486,100.3693496
2001-07-27 00:00,0.004070556,0.003992016,0.009049774,0.001722731,0.406764691,0.367597934,0.129137889,0.096499486,100.8158292
2001-07-30 00:00,0.001351351,0.001988072,0.004484305,-0.000814627,0.406764691,0.367597934,0.129137889,0.096499486,100.9934441
2001-07-31 00:00,0.002699055,0.003968254,0.013392857,0.004076456,0.406764691,0.367597934,0.129137889,0.096499486,101.458371
2001-08-01 00:00,-0.001345895,-0.000988142,0.008810573,0.004330567,0.406764691,0.367597934,0.129137889,0.096499486,101.5009383
2001-08-02 00:00,-0.004043127,-0.003956479,0.013100437,0.003144089,0.406764691,0.367597934,0.129137889,0.096499486,101.3764656
2001-08-03 00:00,-0.00135318,-0.000993049,-0.00862069,-0.003492433,0.406764691,0.367597934,0.129137889,0.096499486,101.1504673
2001-08-06 00:00,0.001355014,0,-0.004347826,-0.011502516,0.406764691,0.367597934,0.129137889,0.096499486,101.0633129
2001-08-07 00:00,0,0,0,0.001818182,0.406764691,0.367597934,0.129137889,0.096499486,101.0829245
2001-08-08 00:00,0.0067659,0.00695825,-0.008733624,-0.01814882,0.406764691,0.367597934,0.129137889,0.096499486,101.3552477
2001-08-09 00:00,-0.002688172,-0.001974334,-0.008810573,0.002957486,0.406764691,0.367597934,0.129137889,0.096499486,101.0766858
2001-08-10 00:00,0.002695418,0.00098912,0,0.004054552,0.406764691,0.367597934,0.129137889,0.096499486,101.2664543
2001-08-13 00:00,0.002688172,0.001976285,0,0.001743759,0.406764691,0.367597934,0.129137889,0.096499486,101.4760885
2001-08-14 00:00,-0.001340483,-0.000986193,0.017777778,-0.002198809,0.406764691,0.367597934,0.129137889,0.096499486,101.5587266
2001-08-15 00:00,-0.001342282,-0.003948667,0.008733624,-0.00863098,0.406764691,0.367597934,0.129137889,0.096499486,101.3620702
2001-08-16 00:00,0.002688172,0.001982161,-0.012987013,0.003056405,0.406764691,0.367597934,0.129137889,0.096499486,101.4134287
2001-08-17 00:00,0.004021448,0.003956479,-0.00877193,-0.015235457,0.406764691,0.367597934,0.129137889,0.096499486,101.4868071
2001-08-20 00:00,-0.002670227,-0.002955665,-0.004424779,0.007032349,0.406764691,0.367597934,0.129137889,0.096499486,101.2756009
2001-08-21 00:00,0.001338688,0.001976285,0.008888889,-0.01396648,0.406764691,0.367597934,0.129137889,0.096499486,101.3704067
2001-08-22 00:00,-0.001336898,0.000986193,0.004405286,0.009254013,0.406764691,0.367597934,0.129137889,0.096499486,101.4937806
2001-08-23 00:00,0.001338688,0.001970443,-0.004385965,-0.00130988,0.406764691,0.367597934,0.129137889,0.096499486,101.5663987
2001-08-24 00:00,0,-0.000983284,0.008810573,0.01826869,0.406764691,0.367597934,0.129137889,0.096499486,101.8060758
2001-08-27 00:00,-0.001336898,-0.000984252,0,-0.003588187,0.406764691,0.367597934,0.129137889,0.096499486,101.683989
2001-08-28 00:00,0.005354752,0.00591133,-0.008733624,-0.016712835,0.415062131,0.360056349,0.125912797,0.098968722,101.8610836
2001-08-29 00:00,0.002663116,0.003917728,-0.004405286,-0.009390553,0.415062131,0.360056349,0.125912797,0.098968722,101.9679299
2001-08-30 00:00,0,-0.00097561,-0.017699115,-0.014977723,0.415062131,0.360056349,0.125912797,0.098968722,101.5576833
2001-08-31 00:00,-0.001328021,0,0,0.004234434,0.415062131,0.360056349,0.125912797,0.098968722,101.5422999
2001-09-04 00:00,-0.009308511,-0.01171875,-0.013513514,-0.005270724,0.415062131,0.360056349,0.125912797,0.098968722,100.4871584
2001-09-05 00:00,0.001342282,0.001976285,-0.01369863,-0.001445087,0.415062131,0.360056349,0.125912797,0.098968722,100.4433821
2001-09-06 00:00,0.006702413,0.004930966,-0.018518519,-0.020260492,0.415062131,0.360056349,0.125912797,0.098968722,100.4791846
2001-09-07 00:00,0.003994674,0.003925417,-0.004716981,-0.0201871,0.415062131,0.360056349,0.125912797,0.098968722,100.5450058
2001-09-10 00:00,-0.00132626,-0.002932551,-0.018957346,0.007537688,0.415062131,0.360056349,0.125912797,0.098968722,100.2224947
2001-09-17 00:00,0.018592297,-0.000980392,-0.043478261,-0.047481297,0.415062131,0.360056349,0.125912797,0.098968722,100.0306439
2001-09-18 00:00,-0.003911343,-0.004906771,-0.005050505,-0.012776207,0.415062131,0.360056349,0.125912797,0.098968722,99.52641358
2001-09-19 00:00,0.002617801,0.00295858,-0.005076142,-0.013471942,0.415062131,0.360056349,0.125912797,0.098968722,99.57856024
2001-09-20 00:00,-0.002610966,-0.004916421,-0.030612245,-0.032258065,0.415062131,0.360056349,0.125912797,0.098968722,98.67460122
2001-09-21 00:00,0.002617801,-0.000988142,-0.036842105,-0.016111111,0.415062131,0.360056349,0.125912797,0.098968722,98.20450992
2001-09-24 00:00,-0.002610966,0.00098912,0.038251366,0.035629588,0.415062131,0.360056349,0.125912797,0.098968722,98.83907259
2001-09-25 00:00,0.002617801,0.001976285,0.015789474,0.00941022,0.415062131,0.360056349,0.125912797,0.098968722,99.28645268
2001-09-26 00:00,0.003916449,0.00591716,0.005181347,-0.007696477,0.415062131,0.360056349,0.125912797,0.098968722,99.66596194
2001-09-27 00:00,0.00260078,0.004901961,0.005154639,0.00994101,0.415062131,0.360056349,0.125912797,0.098968722,100.0978367
2001-09-28 00:00,-0.001297017,0.002926829,0.020512821,0.027041644,0.415062131,0.360056349,0.125912797,0.098968722,100.6085269
2001-10-01 00:00,0.001298701,0.002918288,-0.005025126,-0.009057399,0.415062131,0.360056349,0.125912797,0.098968722,100.6445951
2001-10-02 00:00,0.002594034,0.001939864,0.01010101,0.012328622,0.415062131,0.360056349,0.125912797,0.098968722,101.0435369
2001-10-03 00:00,0.001293661,0.002904163,0,0.017637795,0.415062131,0.360056349,0.125912797,0.098968722,101.373494
2001-10-04 00:00,0,0.001930502,0.025,0.003301351,0.415062131,0.360056349,0.125912797,0.098968722,101.7574682
2001-10-05 00:00,0,-0.001926782,0,0.000514139,0.415062131,0.360056349,0.125912797,0.098968722,101.6985319
2001-10-08 00:00,0,0,0,-0.00668037,0.415062131,0.360056349,0.125912797,0.098968722,101.6419923
2001-10-09 00:00,-0.003875969,0,-0.004878049,-0.006621831,0.415062131,0.360056349,0.125912797,0.098968722,101.3576923
2001-10-10 00:00,0.001297017,0,0.004901961,0.023747526,0.415062131,0.360056349,0.125912797,0.098968722,101.6874663
2001-10-11 00:00,-0.005181347,-0.001930502,0.009756098,0.018313155,0.415062131,0.360056349,0.125912797,0.098968722,101.6767455
2001-10-12 00:00,0.001302083,0.000967118,0.004830918,-0.007593166,0.415062131,0.360056349,0.125912797,0.098968722,101.75978
2001-10-15 00:00,0.00390117,0.003864734,-0.014423077,0.001409443,0.415062131,0.360056349,0.125912797,0.098968722,101.9212224
2001-10-16 00:00,0.001295337,0.002887392,0.009756098,0.005629838,0.415062131,0.360056349,0.125912797,0.098968722,102.2553425
2001-10-17 00:00,0,0.000959693,0.014492754,-0.020293912,0.415062131,0.360056349,0.125912797,0.098968722,102.2710792
2001-10-18 00:00,0.001293661,0.000958773,-0.019047619,-0.005204082,0.415062131,0.360056349,0.125912797,0.098968722,102.090076
2001-10-19 00:00,-0.002583979,-0.001915709,-0.014563107,0.002769515,0.415062131,0.360056349,0.125912797,0.098968722,101.7600888
2001-10-22 00:00,0,-0.000959693,0.004926108,0.014934533,0.415062131,0.360056349,0.125912797,0.098968722,101.923823
2001-10-23 00:00,-0.001295337,-0.000960615,0.019607843,-0.003729087,0.415062131,0.360056349,0.125912797,0.098968722,102.0292845
2001-10-24 00:00,0.003891051,0.001923077,0.004807692,-0.000505817,0.415062131,0.360056349,0.125912797,0.098968722,102.3293157
2001-10-25 00:00,0.002583979,0.001919386,-0.009569378,0.01417004,0.415062131,0.360056349,0.125912797,0.098968722,102.5397287
2001-10-26 00:00,0.00128866,0,0.014492754,0.005389221,0.415062131,0.360056349,0.125912797,0.098968722,102.8184354
2001-10-29 00:00,0.002574003,0.001915709,-0.014285714,-0.023228112,0.415062131,0.360056349,0.125912797,0.098968722,102.605405
2001-10-30 00:00,0.003851091,0.001912046,-0.014492754,-0.016463415,0.415062131,0.360056349,0.125912797,0.098968722,102.5276806
2001-10-31 00:00,0.006393862,0.011450382,0,0.001239926,0.415062131,0.360056349,0.125912797,0.098968722,103.2516953
2001-11-01 00:00,0,-0.003773585,0.014705882,0.021052632,0.415062131,0.360056349,0.125912797,0.098968722,103.4627656
2001-11-02 00:00,-0.005082592,-0.002840909,0,0.001617142,0.415062131,0.360056349,0.125912797,0.098968722,103.1495297
2001-11-05 00:00,0.003831418,0.00379867,0.009661836,0.014328961,0.415062131,0.360056349,0.125912797,0.098968722,103.7122392
2001-11-06 00:00,0.001272265,0.004730369,0.004784689,0.014524473,0.415062131,0.360056349,0.125912797,0.098968722,104.1456055
2001-11-07 00:00,0.005082592,0.007532957,0,-0.001765052,0.415062131,0.360056349,0.125912797,0.098968722,104.6309691
2001-11-08 00:00,-0.006321113,-0.002803738,0.014285714,0.000589391,0.415062131,0.360056349,0.125912797,0.098968722,104.4364407
2001-11-09 00:00,0,-0.000937207,-0.009389671,0.002159827,0.415062131,0.360056349,0.125912797,0.098968722,104.3071302
2001-11-12 00:00,0,0,-0.014218009,-0.001763323,0.415062131,0.360056349,0.125912797,0.098968722,104.125538
2001-11-13 00:00,-0.003816794,0,0.004807692,0.017664377,0.415062131,0.360056349,0.125912797,0.098968722,104.2049712
2001-11-14 00:00,-0.007662835,-0.004690432,0.004784689,0.006171649,0.415062131,0.360056349,0.125912797,0.098968722,103.8026177
2001-11-15 00:00,-0.012870013,-0.011310085,0.004761905,-0.003162737,0.415062131,0.360056349,0.125912797,0.098968722,102.8329948
2001-11-16 00:00,-0.007822686,-0.005719733,0.009478673,-0.000384578,0.415062131,0.360056349,0.125912797,0.098968722,102.3877204
2001-11-19 00:00,0.007884363,0.006711409,0.004694836,0.010195249,0.415062131,0.360056349,0.125912797,0.098968722,103.1622047
2001-11-20 00:00,-0.005215124,-0.002857143,-0.004672897,-0.007140817,0.415062131,0.360056349,0.125912797,0.098968722,102.6880552
2001-11-21 00:00,-0.005242464,-0.00191022,-0.009389671,-0.006137323,0.415062131,0.360056349,0.125912797,0.098968722,102.2084321
2001-11-23 00:00,-0.002635046,-0.004784689,0.004739336,0.012253956,0.415062131,0.360056349,0.125912797,0.098968722,102.0914702
2001-11-26 00:00,0,0.000961538,0.004716981,0.006100467,0.419995557,0.353078669,0.123402375,0.103523399,102.2501344
2001-11-27 00:00,0.005284016,0.006724304,-0.004694836,-0.002747513,0.419995557,0.353078669,0.123402375,0.103523399,102.6306252
2001-11-28 00:00,0,-0.001908397,-0.014150943,-0.021090633,0.419995557,0.353078669,0.123402375,0.103523399,102.1640044
2001-11-29 00:00,0.010512484,0.007648184,0,0.015333851,0.419995557,0.353078669,0.123402375,0.103523399,103.0465219
2001-11-30 00:00,0.00260078,-0.001897533,0.014354067,-0.003249857,0.419995557,0.353078669,0.123402375,0.103523399,103.2366492
2001-12-03 00:00,0.001297017,-0.00095057,-0.014150943,-0.006904488,0.419995557,0.353078669,0.123402375,0.103523399,103.0155968
2001-12-04 00:00,0.00388601,0.004757374,0.009569378,0.013132484,0.419995557,0.353078669,0.123402375,0.103523399,103.6143199
2001-12-05 00:00,-0.014193548,-0.010416667,0.023696682,0.024590164,0.419995557,0.353078669,0.123402375,0.103523399,103.1770504
2001-12-06 00:00,-0.006544503,-0.003827751,0.009259259,-0.001860465,0.419995557,0.353078669,0.123402375,0.103523399,102.8547656
2001-12-07 00:00,-0.007905138,-0.008645533,-0.013761468,-0.002143523,0.419995557,0.353078669,0.123402375,0.103523399,102.0158747
2001-12-10 00:00,0.002656042,0.001937984,-0.018604651,-0.018866162,0.419995557,0.353078669,0.123402375,0.103523399,101.7672689
2001-12-11 00:00,0.00397351,0.002901354,0,-0.002570205,0.419995557,0.353078669,0.123402375,0.103523399,102.0147587
2001-12-12 00:00,0.005277045,0.003857281,0.004739336,-0.000572628,0.419995557,0.353078669,0.123402375,0.103523399,102.4300058
2001-12-13 00:00,-0.00656168,-0.006724304,-0.018867925,-0.014896868,0.419995557,0.353078669,0.123402375,0.103523399,101.5346376
2001-12-14 00:00,-0.003963012,-0.005802708,-0.004807692,0.004556029,0.419995557,0.353078669,0.123402375,0.103523399,101.1683252
2001-12-17 00:00,-0.00265252,-0.000972763,0.014492754,0.007333784,0.419995557,0.353078669,0.123402375,0.103523399,101.2804445
2001-12-18 00:00,0.005319149,0.005842259,0,0.010345819,0.419995557,0.353078669,0.123402375,0.103523399,101.8115771
2001-12-19 00:00,0.003968254,0.005808325,-0.004761905,0.004551057,0.419995557,0.353078669,0.123402375,0.103523399,102.1740523
2001-12-20 00:00,0,0.000962464,-0.004784689,-0.008966494,0.419995557,0.353078669,0.123402375,0.103523399,102.0650035
2001-12-21 00:00,-0.002635046,-0.000961538,0,0.005333333,0.419995557,0.353078669,0.123402375,0.103523399,101.9815245
2001-12-24 00:00,-0.001321004,-0.002887392,-0.004807692,0.002207276,0.419995557,0.353078669,0.123402375,0.103523399,101.7973258
2001-12-26 00:00,-0.002645503,-0.000965251,0,0.004933586,0.419995557,0.353078669,0.123402375,0.103523399,101.7158174
2001-12-27 00:00,0.00530504,0.004830918,0.019323671,0.005759063,0.419995557,0.353078669,0.123402375,0.103523399,102.4032535
2001-12-28 00:00,0,-0.000961538,0.004739336,0.003003849,0.419995557,0.353078669,0.123402375,0.103523399,102.4647027
2001-12-31 00:00,0.005277045,0.00481232,0.004716981,-0.013664015,0.419995557,0.353078669,0.123402375,0.103523399,102.7760075
2002-01-02 00:00,-0.007874016,-0.002873563,0,0.008160167,0.419995557,0.353078669,0.123402375,0.103523399,102.4326719
2002-01-03 00:00,0.002645503,0,0.014084507,0.010729412,0.419995557,0.353078669,0.123402375,0.103523399,102.8339924
2002-01-04 00:00,0,0.003842459,0.00462963,0.006611416,0.419995557,0.353078669,0.123402375,0.103523399,103.0963904
2002-01-07 00:00,0.006596306,0.003827751,-0.00921659,-0.006475486,0.419995557,0.353078669,0.123402375,0.103523399,103.3326571
2002-01-08 00:00,0,-0.000953289,-0.013953488,-0.002886406,0.419995557,0.353078669,0.123402375,0.103523399,103.0987802
2002-01-09 00:00,0,0.001908397,-0.004716981,-0.003361658,0.419995557,0.353078669,0.123402375,0.103523399,103.0788295
